word,anger,disgust,fear,joy,sadness,surprise,hope,preproc_word
aby,0,0,0,0,0,0,0,abi
abysmal,0,0,0,0,1,0,0,abysm
abyss,0,0,1,0,1,0,0,abyss
academic,0,0,0,0,0,0,0,academ
academy,0,0,0,0,0,0,0,academi
accede,0,0,0,0,0,0,0,acced
accelerate,0,0,0,0,0,0,0,acceler
acceleration,0,0,0,0,0,0,0,acceler
accent,0,0,0,0,0,0,0,accent
accentuate,0,0,0,0,0,0,0,accentu
accept,0,0,0,0,0,0,0,accept
acceptable,0,0,0,0,0,0,0,accept
acceptance,0,0,0,0,0,0,0,accept
access,0,0,0,0,0,0,0,access
accessible,0,0,0,0,0,0,0,access
accession,0,0,0,0,0,0,0,access
accessory,0,0,0,0,0,0,0,accessori
accident,0,0,1,0,1,1,0,accid
accidental,0,0,1,0,0,1,0,accident
accidentally,0,0,0,0,0,1,0,accident
accolade,0,0,0,1,0,1,1,accolad
accommodate,0,0,0,0,0,0,0,accommod
accommodation,0,0,0,0,0,0,0,accommod
accompaniment,0,0,0,1,0,0,0,accompani
accompany,0,0,0,0,0,0,0,accompani
accompanying,0,0,0,0,0,0,0,accompani
accomplice,0,0,0,0,0,0,0,accomplic
accomplish,0,0,0,1,0,0,0,accomplish
accomplished,0,0,0,1,0,0,0,accomplish
accomplishment,0,0,0,0,0,0,0,accomplish
accord,0,0,0,0,0,0,0,accord
accordance,0,0,0,0,0,0,0,accord
accordion,0,0,0,0,0,0,0,accordion
account,0,0,0,0,0,0,0,account
accountability,0,0,0,0,0,0,0,account
accountable,0,0,0,0,0,0,0,account
accountant,0,0,0,0,0,0,0,account
accounting,0,0,0,0,0,0,0,account
accounts,0,0,0,0,0,0,0,account
accredited,0,0,0,0,0,0,0,accredit
accretion,0,0,0,0,0,0,0,accret
accrue,0,0,0,0,0,0,0,accru
accueil,0,0,0,0,0,0,0,accueil
accumulate,0,0,0,0,0,0,0,accumul
accumulation,0,0,0,0,0,0,0,accumul
accuracy,0,0,0,0,0,0,0,accuraci
accurate,0,0,0,0,0,0,0,accur
accursed,1,0,1,0,1,0,0,accurs
accusation,1,1,0,0,0,0,0,accus
accusative,0,0,0,0,0,0,0,accus
accused,1,0,1,0,0,0,0,accus
accuser,1,0,1,0,0,0,0,accus
accusing,1,0,1,0,0,0,0,accus
accustomed,0,0,0,0,0,0,0,accustom
ace,0,0,0,0,0,0,0,ace
acetic,0,0,0,0,0,0,0,acet
ache,0,0,0,0,1,0,0,ach
achieve,0,0,0,1,0,0,0,achiev
achievement,0,0,0,1,0,0,1,achiev
aching,0,0,0,0,1,0,0,ach
acid,0,0,0,0,0,0,0,acid
acidity,0,0,0,0,0,0,0,acid
acknowledge,0,0,0,0,0,0,0,acknowledg
acknowledged,0,0,0,0,0,0,0,acknowledg
acknowledgment,0,0,0,0,0,0,0,acknowledg
acme,0,0,0,0,0,0,0,acm
acoustic,0,0,0,0,0,0,0,acoust
acoustics,0,0,0,0,0,0,0,acoust
acquaint,0,0,0,0,0,0,0,acquaint
acquaintance,0,0,0,0,0,0,0,acquaint
acquainted,0,0,0,0,0,0,0,acquaint
acquiescence,0,0,0,0,0,0,0,acquiesc
acquire,0,0,0,0,0,0,0,acquir
acquiring,0,0,0,0,0,0,0,acquir
acquisition,0,0,0,0,0,0,0,acquisit
acquisitions,0,0,0,0,0,0,0,acquisit
acreage,0,0,0,0,0,0,0,acreag
acres,0,0,0,0,0,0,0,acr
acrobat,0,0,1,1,0,0,0,acrobat
act,0,0,0,0,0,0,0,act
acting,0,0,0,0,0,0,0,act
action,0,0,0,0,0,0,0,action
actionable,1,1,0,0,0,0,0,action
active,0,0,0,0,0,0,0,activ
activity,0,0,0,0,0,0,0,activ
actor,0,0,0,0,0,0,0,actor
actual,0,0,0,0,0,0,0,actual
actuality,0,0,0,0,0,0,0,actual
actuary,0,0,0,0,0,0,0,actuari
acuity,0,0,0,0,0,0,0,acuiti
acumen,0,0,0,0,0,0,0,acumen
acupuncture,0,0,0,0,0,0,0,acupunctur
acutely,0,0,0,0,0,0,0,acut
adage,0,0,0,0,0,0,0,adag
adamant,0,0,0,0,0,0,0,adam
adapt,0,0,0,0,0,0,0,adapt
adaptable,0,0,0,0,0,0,0,adapt
add,0,0,0,0,0,0,0,add
added,0,0,0,0,0,0,0,ad
addendum,0,0,0,0,0,0,0,addendum
adder,1,1,1,0,1,0,0,adder
addiction,0,0,0,0,0,0,0,addict
addition,0,0,0,0,0,0,0,addit
additional,0,0,0,0,0,0,0,addit
additive,0,0,0,0,0,0,0,addit
address,0,0,0,0,0,0,0,address
addressee,0,0,0,0,0,0,0,addresse
addresses,0,0,0,0,0,0,0,address
adept,0,0,0,0,0,0,0,adept
adequacy,0,0,0,0,0,0,0,adequaci
adequate,0,0,0,0,0,0,0,adequ
adhere,0,0,0,0,0,0,0,adher
adherence,0,0,0,0,0,0,0,adher
adherent,0,0,0,0,0,0,0,adher
adhering,0,0,0,0,0,0,0,adher
adhesion,0,0,0,0,0,0,0,adhes
adhesive,0,0,0,0,0,0,0,adhes
adieu,0,0,0,0,0,0,0,adieu
adipose,0,0,0,0,0,0,0,adipos
adjacency,0,0,0,0,0,0,0,adjac
adjacent,0,0,0,0,0,0,0,adjac
adjective,0,0,0,0,0,0,0,adject
adjoining,0,0,0,0,0,0,0,adjoin
adjourn,0,0,0,0,0,0,0,adjourn
adjournment,0,0,0,0,0,0,0,adjourn
adjudicate,0,0,1,0,0,0,0,adjud
adjudication,0,0,0,0,0,0,0,adjud
adjunct,0,0,0,0,0,0,0,adjunct
adjust,0,0,0,0,0,0,0,adjust
adjustment,0,0,0,0,0,0,0,adjust
adjuvant,0,0,0,0,0,0,0,adjuv
administer,0,0,0,0,0,0,0,administ
administration,0,0,0,0,0,0,0,administr
administrative,0,0,0,0,0,0,0,administr
admirable,0,0,0,1,0,0,0,admir
admiral,0,0,0,0,0,0,0,admir
admiralty,0,0,0,0,0,0,0,admiralti
admiration,0,0,0,1,0,0,0,admir
admire,0,0,0,0,0,0,0,admir
admirer,0,0,0,0,0,0,0,admir
admissibility,0,0,0,0,0,0,0,admiss
admissible,0,0,0,0,0,0,0,admiss
admission,0,0,0,0,0,0,0,admiss
admit,0,0,0,0,0,0,0,admit
admittance,0,0,0,0,0,0,0,admitt
admitted,0,0,0,0,0,0,0,admit
admitting,0,0,0,0,0,0,0,admit
admixture,0,0,0,0,0,0,0,admixtur
admonition,0,0,1,0,0,0,0,admonit
ado,0,0,0,0,0,0,0,ado
adobe,0,0,0,0,0,0,0,adob
adolescence,0,0,0,0,0,0,0,adolesc
adolescent,0,0,0,0,0,0,0,adolesc
adopt,0,0,0,0,0,0,0,adopt
adoption,0,0,0,0,0,0,0,adopt
adorable,0,0,0,1,0,0,0,ador
adoration,0,0,0,1,0,0,0,ador
adore,0,0,0,1,0,0,1,ador
adorn,0,0,0,0,0,0,0,adorn
adornment,0,0,0,0,0,0,0,adorn
adrift,0,0,1,0,1,0,0,adrift
adult,0,0,0,0,0,0,0,adult
adulterated,0,0,0,0,0,0,0,adulter
adultery,0,1,0,0,1,0,0,adulteri
advance,0,0,1,1,0,1,0,advanc
advanced,0,0,0,0,0,0,0,advanc
advancement,0,0,0,0,0,0,0,advanc
advancing,0,0,0,0,0,0,0,advanc
advantage,0,0,0,0,0,0,0,advantag
advantageous,0,0,0,0,0,0,0,advantag
advent,0,0,0,1,0,0,0,advent
adventure,0,0,0,0,0,0,1,adventur
adventurer,0,0,0,0,0,0,0,adventur
adventurous,0,0,0,0,0,0,0,adventur
adversary,1,0,0,0,0,0,0,adversari
adverse,1,1,1,0,1,0,0,advers
adversity,1,0,1,0,1,0,0,advers
advertise,0,0,0,0,0,0,0,advertis
advertisement,0,0,0,0,0,0,0,advertis
advice,0,0,0,0,0,0,0,advic
advisable,0,0,0,0,0,0,0,advis
advise,0,0,0,0,0,0,0,advis
advised,0,0,0,0,0,0,0,advis
advisement,0,0,0,0,0,0,0,advis
adviser,0,0,0,0,0,0,0,advis
advocacy,1,0,0,1,0,0,1,advocaci
advocate,0,0,0,0,0,0,0,advoc
aegis,0,0,0,0,0,0,0,aegi
aeration,0,0,0,0,0,0,0,aerat
aerial,0,0,0,0,0,0,0,aerial
aerodrome,0,0,0,0,0,0,0,aerodrom
aerodynamics,0,0,0,0,0,0,0,aerodynam
aeronautics,0,0,0,0,0,0,0,aeronaut
aeroplane,0,0,0,0,0,0,0,aeroplan
aesthetic,0,0,0,0,0,0,0,aesthet
aesthetics,0,0,0,1,0,0,0,aesthet
aetiology,0,0,0,0,0,0,0,aetiolog
afar,0,0,0,0,0,0,0,afar
affable,0,0,0,0,0,0,0,affabl
affair,0,0,0,0,0,0,0,affair
affecting,0,0,0,0,0,0,0,affect
affection,0,0,0,1,0,0,0,affect
affections,0,0,0,0,0,0,0,affect
affiche,0,0,0,0,0,0,0,affich
affidavit,0,0,0,0,0,0,0,affidavit
affiliated,0,0,0,0,0,0,0,affili
affiliation,0,0,0,0,0,0,0,affili
affinity,0,0,0,0,0,0,0,affin
affirm,0,0,0,0,0,0,0,affirm
affirmation,0,0,0,0,0,0,0,affirm
affirmative,0,0,0,0,0,0,0,affirm
affirmatively,0,0,0,0,0,0,0,affirm
affix,0,0,0,0,0,0,0,affix
afflict,0,0,1,0,1,0,0,afflict
afflicted,0,0,0,0,0,0,0,afflict
affliction,0,1,1,0,1,0,0,afflict
affluence,0,0,0,1,0,0,0,affluenc
affluent,0,0,0,0,0,0,0,affluent
afford,0,0,0,0,0,0,0,afford
affront,1,1,1,0,1,1,0,affront
afield,0,0,0,0,0,0,0,afield
afore,0,0,0,0,0,0,0,afor
aforementioned,0,0,0,0,0,0,0,aforement
aforesaid,0,0,0,0,0,0,0,aforesaid
afraid,0,0,1,0,0,0,0,afraid
afresh,0,0,0,0,0,0,0,afresh
aft,0,0,0,0,0,0,0,aft
aftermath,1,1,1,0,1,0,0,aftermath
afternoon,0,0,0,0,0,0,0,afternoon
aftertaste,0,0,0,0,0,0,0,aftertast
afterthought,0,0,0,0,0,0,0,afterthought
aga,0,0,1,0,0,0,0,aga
agate,0,0,0,0,0,0,0,agat
age,0,0,0,0,0,0,0,age
aged,0,0,0,0,0,0,0,age
agency,0,0,0,0,0,0,0,agenc
agent,0,0,0,0,0,0,0,agent
agglomeration,0,0,0,0,0,0,0,agglomer
aggravated,1,0,0,0,0,0,0,aggrav
aggravating,1,0,0,0,1,0,0,aggrav
aggravation,1,1,0,0,0,0,0,aggrav
aggregate,0,0,0,0,0,0,0,aggreg
aggregation,0,0,0,0,0,0,0,aggreg
aggression,1,0,1,0,0,0,0,aggress
aggressive,1,0,1,0,0,0,0,aggress
aggressor,1,0,1,0,0,0,0,aggressor
aghast,0,1,1,0,0,1,0,aghast
agile,0,0,0,0,0,0,0,agil
agility,0,0,0,0,0,0,0,agil
agitated,1,0,0,0,0,0,0,agit
agitation,1,0,0,0,0,0,0,agit
agnostic,0,0,0,0,0,0,0,agnost
ago,0,0,0,0,0,0,0,ago
agonizing,0,0,1,0,0,0,0,agon
agony,1,0,1,0,1,0,0,agoni
agree,0,0,0,0,0,0,0,agre
agreeable,0,0,0,0,0,0,0,agreeabl
agreed,0,0,0,0,0,0,0,agre
agreeing,0,0,0,0,0,0,0,agre
agreement,0,0,0,0,0,0,0,agreement
agricultural,0,0,0,0,0,0,0,agricultur
agriculture,0,0,0,0,0,0,0,agricultur
aground,0,0,0,0,0,0,0,aground
agua,0,0,0,0,0,0,0,agua
ahead,0,0,0,0,0,0,0,ahead
aid,0,0,0,0,0,0,0,aid
aiding,0,0,0,0,0,0,0,aid
ail,0,0,0,0,1,0,0,ail
ailing,0,0,1,0,1,0,0,ail
ailment,0,0,0,0,0,0,0,ailment
aim,0,0,0,0,0,0,0,aim
aimless,0,0,0,0,0,0,0,aimless
air,0,0,0,0,0,0,0,air
airbag,0,0,0,0,0,0,0,airbag
airlift,0,0,0,0,0,0,0,airlift
airline,0,0,0,0,0,0,0,airlin
airman,0,0,0,0,0,0,0,airman
airplane,0,0,0,0,0,0,0,airplan
airport,0,0,0,0,0,0,0,airport
airs,0,1,0,0,0,0,0,air
airship,0,0,0,0,0,0,0,airship
aisle,0,0,0,0,0,0,0,aisl
ait,0,0,0,0,0,0,0,ait
ajar,0,0,0,0,0,0,0,ajar
akin,0,0,0,0,0,0,0,akin
alabaster,0,0,0,0,0,0,0,alabast
alarm,0,0,1,0,0,1,0,alarm
alarming,0,0,1,0,0,1,0,alarm
alb,0,0,0,0,0,0,0,alb
album,0,0,0,0,0,0,0,album
alchemy,0,0,0,0,0,0,0,alchemi
alcohol,0,0,0,0,0,0,0,alcohol
alcoholism,1,1,1,0,1,0,0,alcohol
alcove,0,0,0,0,0,0,0,alcov
alert,0,0,0,0,0,0,0,alert
alertness,0,0,1,0,0,1,0,alert
alerts,0,0,1,0,0,1,0,alert
alfalfa,0,0,0,0,0,0,0,alfalfa
algebra,0,0,0,0,0,0,0,algebra
algebraic,0,0,0,0,0,0,0,algebra
algorithm,0,0,0,0,0,0,0,algorithm
alibi,0,0,0,0,0,0,0,alibi
alien,0,1,1,0,0,0,0,alien
alienate,1,1,0,0,0,0,0,alien
alienated,0,0,0,0,1,0,0,alien
alienation,1,1,1,0,1,0,0,alien
alight,0,0,0,0,0,0,0,alight
aligned,0,0,0,0,0,0,0,align
alignment,0,0,0,0,0,0,0,align
alike,0,0,0,0,0,0,0,alik
alimentation,0,0,0,0,0,0,0,aliment
alimony,0,0,0,0,0,0,0,alimoni
aliquot,0,0,0,0,0,0,0,aliquot
alive,0,0,0,1,0,0,0,aliv
alkali,0,0,0,0,0,0,0,alkali
alkaloids,0,0,0,0,0,0,0,alkaloid
allay,0,0,0,0,0,0,0,allay
allegation,1,0,0,0,0,0,0,alleg
allege,0,0,0,0,0,0,0,alleg
alleged,0,0,0,0,0,0,0,alleg
allegiance,0,0,0,0,0,0,0,allegi
allegorical,0,0,0,0,0,0,0,allegor
allegory,0,0,0,0,0,0,0,allegori
allegro,0,0,0,0,0,0,0,allegro
alleviate,0,0,0,0,0,0,0,allevi
alleviation,0,0,0,0,0,0,0,allevi
alley,0,0,0,0,0,0,0,alley
alliance,0,0,0,0,0,0,0,allianc
allied,0,0,0,0,0,0,0,alli
alligator,0,0,0,0,0,0,0,allig
allocate,0,0,0,0,0,0,0,alloc
allocation,0,0,0,0,0,0,0,alloc
allot,0,0,0,0,0,0,0,allot
allotment,0,0,0,0,0,0,0,allot
allowable,0,0,0,0,0,0,0,allow
allowance,0,0,0,0,0,0,0,allow
allowed,0,0,0,0,0,0,0,allow
alloy,0,0,0,0,0,0,0,alloy
allure,0,0,0,1,0,1,1,allur
alluring,0,0,0,0,0,0,0,allur
allusion,0,0,0,0,0,0,0,allus
alluvial,0,0,0,0,0,0,0,alluvi
ally,0,0,0,0,0,0,0,alli
almanac,0,0,0,0,0,0,0,almanac
almighty,0,0,0,0,0,0,0,almighti
aloft,0,0,0,0,0,0,0,aloft
aloha,0,0,0,1,0,0,0,aloha
alongside,0,0,0,0,0,0,0,alongsid
aloof,0,0,0,0,0,0,0,aloof
aloud,0,0,0,0,0,0,0,aloud
alphabet,0,0,0,0,0,0,0,alphabet
alphabetical,0,0,0,0,0,0,0,alphabet
altar,0,0,0,0,0,0,0,altar
alter,0,0,0,0,0,0,0,alter
alteration,0,0,0,0,0,0,0,alter
altercation,1,0,0,0,0,0,0,alterc
altered,0,0,0,0,0,0,0,alter
alternate,0,0,0,0,0,0,0,altern
alternative,0,0,0,0,0,0,0,altern
altitude,0,0,0,0,0,0,0,altitud
alto,0,0,0,0,0,0,0,alto
altogether,0,0,0,0,0,0,0,altogeth
alumnus,0,0,0,0,0,0,0,alumnu
alveolar,0,0,0,0,0,0,0,alveolar
amalgam,0,0,0,0,0,0,0,amalgam
amalgamation,0,0,0,0,0,0,0,amalgam
amass,0,0,0,0,0,0,0,amass
amateur,0,0,0,0,0,0,0,amateur
amaze,0,0,0,0,0,1,0,amaz
amazement,0,0,0,0,0,0,0,amaz
amazingly,0,0,0,1,0,1,0,amazingli
ambassador,0,0,0,0,0,0,0,ambassador
amber,0,0,0,0,0,0,0,amber
ambient,0,0,0,0,0,0,0,ambient
ambiguity,0,0,0,0,0,0,0,ambigu
ambiguous,0,0,0,0,0,0,0,ambigu
ambit,0,0,0,0,0,0,0,ambit
ambition,0,0,0,1,0,0,0,ambit
ambitious,0,0,0,0,0,0,0,ambiti
ambulance,0,0,1,0,0,0,0,ambul
ambush,1,0,1,0,0,1,0,ambush
ameliorate,0,0,0,0,0,0,0,amelior
amen,0,0,0,1,0,0,0,amen
amenable,0,0,0,0,0,0,0,amen
amend,0,0,0,0,0,0,0,amend
amendment,0,0,0,0,0,0,0,amend
amends,0,0,0,0,0,0,0,amend
amenity,0,0,0,0,0,0,0,amen
amethyst,0,0,0,0,0,0,0,amethyst
amiable,0,0,0,0,0,0,0,amiabl
amicable,0,0,0,1,0,0,0,amic
amid,0,0,0,0,0,0,0,amid
amidst,0,0,0,0,0,0,0,amidst
ammonia,0,1,0,0,0,0,0,ammonia
ammunition,0,0,0,0,0,0,0,ammunit
amnesia,0,0,0,0,0,0,0,amnesia
amnesty,0,0,0,1,0,0,0,amnesti
amorphous,0,0,0,0,0,0,0,amorph
amortization,0,0,0,0,0,0,0,amort
amount,0,0,0,0,0,0,0,amount
amour,0,0,0,1,0,0,1,amour
ampersand,0,0,0,0,0,0,0,ampersand
amphetamines,0,1,0,0,0,0,0,amphetamin
amphibian,0,0,0,0,0,0,0,amphibian
amphibious,0,0,0,0,0,0,0,amphibi
amphitheater,0,0,0,0,0,0,0,amphitheat
amplification,0,0,0,0,0,0,0,amplif
amplify,0,0,0,0,0,0,0,amplifi
amplitude,0,0,0,0,0,0,0,amplitud
amply,0,0,0,0,0,0,0,ampli
amputation,0,0,0,0,0,0,0,amput
amulet,0,0,0,0,0,0,0,amulet
amuse,0,0,0,1,0,0,0,amus
amused,0,0,0,1,0,0,0,amus
amusement,0,0,0,1,0,0,0,amus
amusing,0,0,0,1,0,0,0,amus
ana,0,0,0,0,0,0,0,ana
anaconda,0,1,1,0,0,0,0,anaconda
anaesthesia,0,0,0,0,0,0,0,anaesthesia
anaesthetic,0,0,0,0,0,0,0,anaesthet
anal,0,0,0,0,0,0,0,anal
analgesic,0,0,0,0,0,0,0,analges
analogous,0,0,0,0,0,0,0,analog
analogue,0,0,0,0,0,0,0,analogu
analogy,0,0,0,0,0,0,0,analog
analysis,0,0,0,0,0,0,0,analysi
analyst,0,0,0,0,0,0,0,analyst
analytic,0,0,0,0,0,0,0,analyt
analyze,0,0,0,0,0,0,0,analyz
analyzer,0,0,0,0,0,0,0,analyz
anarchism,1,0,1,0,0,0,0,anarch
anarchist,1,0,1,0,0,0,0,anarchist
anarchy,1,0,1,0,0,0,0,anarchi
anastomosis,0,0,0,0,0,0,0,anastomosi
anathema,1,1,1,0,1,0,0,anathema
anatomic,0,0,0,0,0,0,0,anatom
anatomy,0,0,0,0,0,0,0,anatomi
ancestor,0,0,0,0,0,0,0,ancestor
ancestral,0,0,0,0,0,0,0,ancestr
ancestry,0,0,0,0,0,0,0,ancestri
anchor,0,0,0,0,0,0,0,anchor
anchorage,0,0,0,0,1,0,0,anchorag
ancient,0,0,0,0,0,0,0,ancient
ancillary,0,0,0,0,0,0,0,ancillari
androgen,0,0,0,0,0,0,0,androgen
anemone,0,0,0,0,0,0,0,anemon
anew,0,0,0,0,0,0,0,anew
angel,0,0,0,1,0,1,1,angel
angelic,0,0,0,1,0,0,0,angel
anger,1,0,0,0,0,0,0,anger
angina,0,0,1,0,0,0,0,angina
angiography,0,0,0,0,0,0,0,angiographi
angle,0,0,0,0,0,0,0,angl
angling,0,0,0,0,0,0,0,angl
angry,1,1,0,0,0,0,0,angri
anguish,1,0,1,0,1,0,0,anguish
angular,0,0,0,0,0,0,0,angular
anhydrous,0,0,0,0,0,0,0,anhydr
animal,0,0,0,0,0,0,0,anim
animate,0,0,0,0,0,0,0,anim
animated,0,0,0,1,0,0,0,anim
animation,0,0,0,0,0,0,0,anim
animosity,1,1,1,0,1,0,0,animos
animus,1,0,0,0,0,0,0,animu
ankle,0,0,0,0,0,0,0,ankl
annals,0,0,0,0,0,0,0,annal
annex,0,0,0,0,0,0,0,annex
annexation,0,0,0,0,0,0,0,annex
annexe,0,0,0,0,0,0,0,annex
annihilate,1,0,1,0,0,0,0,annihil
annihilated,1,0,1,0,1,0,0,annihil
annihilation,1,0,1,0,1,0,0,annihil
annotate,0,0,0,0,0,0,0,annot
annotation,0,0,0,0,0,0,0,annot
announce,0,0,0,0,0,0,0,announc
announcement,0,0,0,0,0,0,0,announc
annoy,1,1,0,0,0,0,0,annoy
annoyance,1,1,0,0,0,0,0,annoy
annoying,1,0,0,0,0,0,0,annoy
annuity,0,0,0,0,0,0,0,annuiti
annul,0,0,0,0,0,0,0,annul
annular,0,0,0,0,0,0,0,annular
annulment,0,0,0,0,1,0,0,annul
annulus,0,0,0,0,0,0,0,annulu
anointing,0,0,0,0,0,0,0,anoint
anomalous,0,0,0,0,0,0,0,anomal
anomaly,0,0,1,0,0,1,0,anomali
anon,0,0,0,0,0,0,0,anon
anonymous,0,0,0,0,0,0,0,anonym
answer,0,0,0,0,0,0,0,answer
answerable,0,0,0,0,0,0,0,answer
answering,0,0,0,0,0,0,0,answer
ant,0,0,0,0,0,0,0,ant
antagonism,1,0,0,0,0,0,0,antagon
antagonist,1,0,0,0,0,0,0,antagonist
antagonistic,1,1,0,0,0,0,0,antagonist
ante,0,0,0,0,0,0,0,ant
antecedent,0,0,0,0,0,0,0,anteced
antelope,0,0,0,0,0,0,0,antelop
antenna,0,0,0,0,0,0,0,antenna
anterior,0,0,0,0,0,0,0,anterior
anthem,0,0,0,0,0,0,0,anthem
anthology,0,0,0,0,0,0,0,antholog
anthrax,0,1,1,0,1,0,0,anthrax
anthropology,0,0,0,0,0,0,0,anthropolog
antibiotic,0,0,0,0,0,0,0,antibiot
antibiotics,0,0,0,0,0,0,0,antibiot
antichrist,1,1,1,0,0,0,0,antichrist
anticipation,0,0,0,0,0,0,0,anticip
anticipatory,0,0,0,0,0,0,0,anticipatori
antidote,0,0,0,0,0,0,0,antidot
antifungal,0,0,0,0,0,0,0,antifung
antimony,0,0,0,0,0,0,0,antimoni
antipathy,1,1,0,0,0,0,0,antipathi
antiquarian,0,0,0,0,0,0,0,antiquarian
antiquated,0,0,0,0,0,0,0,antiqu
antique,0,0,0,0,0,0,0,antiqu
antiquity,0,0,0,0,0,0,0,antiqu
antiseptic,0,0,0,0,0,0,0,antisept
antisocial,1,1,1,0,1,0,0,antisoci
antithesis,1,0,0,0,0,0,0,antithesi
antithetical,0,0,0,0,0,0,0,antithet
antiviral,0,0,0,0,0,0,0,antivir
antler,0,0,0,0,0,0,0,antler
anvil,0,0,0,0,0,0,0,anvil
anxiety,1,0,1,0,1,0,0,anxieti
anxious,0,0,1,0,0,0,0,anxiou
aorta,0,0,0,0,0,0,0,aorta
apace,0,0,0,0,0,0,0,apac
apache,0,0,1,0,0,0,0,apach
apartment,0,0,0,0,0,0,0,apart
apathetic,0,0,0,0,1,0,0,apathet
apathy,0,0,0,0,1,0,0,apathi
ape,0,0,0,0,0,0,0,ape
aperture,0,0,0,0,0,0,0,apertur
apex,0,0,0,0,0,0,0,apex
aphid,0,1,0,0,0,0,0,aphid
apiece,0,0,0,0,0,0,0,apiec
aplomb,0,0,0,0,0,0,0,aplomb
apocalyptic,0,0,0,0,0,0,0,apocalypt
apologetic,0,0,0,0,0,0,0,apologet
apologist,0,0,0,0,0,0,0,apologist
apologize,0,0,0,0,1,0,0,apolog
apology,0,0,0,0,0,0,0,apolog
apostasy,0,0,0,0,0,0,0,apostasi
apostate,0,0,0,0,0,0,0,apost
apostle,0,0,0,0,0,0,0,apostl
apostolic,0,0,0,0,0,0,0,apostol
apostrophe,0,0,0,0,0,0,0,apostroph
appalling,0,1,1,0,0,0,0,appal
apparatus,0,0,0,0,0,0,0,apparatu
apparel,0,0,0,0,0,0,0,apparel
apparently,0,0,0,0,0,0,0,appar
apparition,0,0,1,0,0,1,0,apparit
appeal,0,0,0,0,0,0,0,appeal
appearance,0,0,0,0,0,0,0,appear
appease,0,0,0,0,0,0,0,appeas
appellant,0,0,0,0,0,0,0,appel
append,0,0,0,0,0,0,0,append
appendage,0,0,0,0,0,0,0,appendag
appendicitis,0,0,1,0,1,0,0,append
appendix,0,0,0,0,0,0,0,appendix
appetite,0,0,0,0,0,0,0,appetit
appetizer,0,0,0,0,0,0,0,appet
applause,0,0,0,1,0,1,0,applaus
apple,0,0,0,0,0,0,0,appl
appliance,0,0,0,0,0,0,0,applianc
appliances,0,0,0,0,0,0,0,applianc
applicability,0,0,0,0,0,0,0,applic
